category,text
POL,August India gains independence one day later Nehru appointed India first Prime Minister --?sr=
POL,Abdul Wahab IUML Under your leadership
POL,Awesome work This makes India great
POL,'Brahmanical India ruled the 'Brahmanical Hindu fascist party' all top posts are occupied Dalits Shudras? Prez
POL,Hamid ansari proves don't like hindus Now ppl india think deeply whom vote vote for nationalist party ready finished
POL,Ready work with Lalu
POL,Ease Doing Business: Naidu approves reforms make state more MakeInIndia EODB_ India
POL,Jayanthsagar14 people J&K Already educated
POL,Waiting for how Modi's speech ruined India West Asia relations
POL,One minute That all takes Modi sum HamidAnsari Rajya Sabha retires India Chairperson Rajya Sabha
POL,Agenda politics should development India the most tolerant country the world: VicePresident elect VenkaiahNaidu
POL,Dhinakaran’s appointment AIADMK deputy general secretary violates party rules
POL,talk about IUML (RS) from Kerala Said ”Sir would like tell you that the safest place for Muslims all over the world India
POL,State- Elections India their corresponding results have unveiled deformed core Largest Democracy RisingHindutvaMilitancy
POL,Shri narendramodi clarion call for NewIndia Join New India movement PMOIndia narendramodi_in SankalpSeSiddhi
POL,Congress party the most communal and divisive party India And very anti hindu Plus Nehru family muslim Never vote for them
POL,Now AIMIM Owaisis India will start wailing mourning!
POL,even calls the Prime Minister India “coward” and “psychopath” AbusiveAAP
POL,Which fund the question India secular country and have problem leave the country? Don't start whatboutry
POL,Kudos AmitShah smritiirani for winning Rajya Sabha elections GujaratMay your work continue bring development India
POL,Germany secular country collects income tax fund ist Churches (only churches) India Hindu why not spend bit Temples
POL,Vice President India Government India Government India para Ansari quotes skill development
POL,Are you that thick Govts India are taking temple's income but not from churches mosques Scamgress scums started this looting
POL,suggest MNS not stop Lhr
POL,AIMIM Chief Asaduddin Owaisi Hamid Ansari statement Insecurity Muslims India
POL,indiantweeter Smaller but good govt must What TRS govt Telangana built just years mind boggling Should case study
POL,AIMIM Party President Barrister asadowaisi sahab India MrHamid Ansari's statement Insecurity Muslims India
POL,Congress also owned Quiet India Movement led Manmohan Singh You can't deny them their role the recent history
POL,Well said sir! jkpdp really betrayed the people far their agenda alliance concerned!outcome accession with India ends!
POL,Simply you can understand: how you supporting terrorism without inform terrorist and finally informing intellectual India
POL,During UPA India had Achche Economist Bharat launderer Kabab min
POL,Yes power settle issue good Lost yrs hidden agenda separatists
POL,Combined classes from +7) being conducted due shortage required trs
POL,think its already acchedin becoz wehave strong pm
POL,think its already acchedin becoz wehave strong pm
POL,This Abdullah family Kashmir has pro India feelings all
POL,Article (a) must scrappedOmar Abdullah
POL,India received $1978 billion FDI from nations visited narendramodi FY15 --?utm_source=AMPusers&utm_medium=twittershare&utm_campaign=socialsharebutton
POL,Press release Marathi and English Lal Nishan Party will merging with Communist Party India CPI
POL,Which Congress patented Owns Credit for Quit India movement Indian National Congress Congress (O)/ Congress (R)or Congress
POL,Like all previous adminstrations India has slowly and steadily been moving towards this integrational stage Kashmiri leadership partners
POL,UPA saved India from world economic crisis But FekuNomics kickstart the real recession Bad time India
POL,IndiaToday Indian Military Review Military model simulation possible Chinese attack and India response
POL,Shivsena MPs congratulated the newly elected India Hon Shri MVenkaiahNaidu
POL,Kashmiri Muslims have mastered the art milching India power Giving Gyan out power JKNC_ was Alliance with BJP4India
POL,narendramodi calls for India free poverty
POL,JhaSanjay Congress Demonetisation has destroyed India informal sector WhereAreTheJobs
POL,India and will the Global Entrepreneurship Summit Hyderabad from November tweets Modi
POL,Indian National Congress can called “Grand Old Party Brahmins Banias”
POL,"Congress owns"" the Quit India movement, they also own the abject slavery the British the party presidents?"
POL,Hon'ble Sir
POL,Shivsena _MPs Congratulated the Newly Elected India HonShree MVenkaiahNaidu
POL,While low Pappu fans are deriding narendramodi economic policies
POL,HamidAnsari personal opinionMajorities are scared India even doesnt get support from Pol Parties because vote bank politics
POL,Cruise ships visiting India per year NDA govt working increase this 
POL,party ever abused Cong namecalled Nehru Rajiv India worst than DMK Today Congress gleefully present same magazine's function
POL,Read thread regarding farce Quit India The Congress were collaborators
POL,GES2017 Ivanka Trump will lead delegation India and help women while trying stay out politics SMH
POL,Honored lead the delegation GES2017 India meet with Prime Minister Modi passionate entrepreneurs from around the globe!
POL,only madhukishwar knew Kashmir would have long gone had the likes ShiekhAbdullahs JKNC_ not been 'fed' india
POL,Electing Congress actually the favor India since Akali Dal BJP coalition famously smuggling drugs
POL,Honored lead the delegation GES2017 India meet with Modi passionate entrepreneurs from around the globe: Ivanka Trump
POL,were given lectures the govt the huge benefits from Demonetisation Here the harsh truth: has hurt and crippled India
POL,Reason frowning Hamid how dare challenged Samrat India AIMIM _faraaz
POL,Sir
POL,How sick must you call democratically elected leader
POL,Rashid can join anyone Pakistan
POL,Brazen misuse state money power didn't help the BJP Gujarat polls People India have seen this The answer will come from them
POL,Nation asserts Jammu BJP kneels
POL,The Western mainstream media still regurgitating ignorant nonsense India Prime Minister Modi Sad but not surprising
POL,ToiletEkPremKatha review Contd Not only BJP ruled states
POL,Representatives All India Services met Hon contribute one day salary relief fund for flood effected people North Gujarat
POL,Even minority feared yrs rule UPA from which MrAnsari was India
POL,Transition Ind AS- impact India Inc 'Accounting for Change' Seg ?v=XjQjEc vX2GU Seg ?v= tCa0g CNBCTV18Live
POL,Afraid muslim who calls the India bigot and gets away with
POL,Body BJP 
POL,Venkaiah the first Vice President India born after independence: Modi Rajya Sabha
POL,Former HamidAnsari Fearing India with two Staunch Muslim Sisodiya Sadji Now dnt have any serpent like him our ever
POL,VicePresident Shri HamidAnsariIsRight here are Muslims living fear India One them and other LOL
POL,QUESTION Who was the FIRST woman Chief Minister India IDayQuizOnAIR
POL,TMC Derek Brien while welcoming MVenkaiahNaidu said Naidu now means 'Now All India Dearest Upadhyaksh'
POL,The Daily Fix: attacking Hamid Ansari’s remarks fears Indian Muslims
POL,VICEPRESIDENT MVenkaiahNaidu Welcomed TMC NAIDU NOW All INDIA DEMOCRATIC UMPIRE prabinkp satyapanda61 SajjanSharmabjp
POL,Shri MVenkaiahNaidu the first Vice President born Independent India narendramodi
POL,Today
POL,First VicePresident born Independent India narendramodi VenkaiahNaidu the farmer's son -vi
POL,It's remarkable that top constitutional posts India today are held those who don't hail from rich families: ?v=8uLNCn BPgBM
POL,Congress never tried finish opposition systematic manner like BJP doing now Democracy survived India because congress
POL,Shri MVenkaiahNaidu the India born after the independence
POL,According RTI filed last yrs OTHER Prime Minister has shown interest the field Cancer Research India Overseas
POL,Exclusive Tamil Nadu BJP president speaks India Today AIADMK merger ITVideo More videos:
POL,don't think any party India will show courage stop reservation the vote banks among Hindus are strictly caste based
POL,Time prove your Nationalism dear Nationalist! Your has different view J&K than rest India
POL,took the Pledge for New India Poverty Free India join the movement /?token= NTI6MTc0NjQ=&id=52 SankalpSeSiddhi
POL,Mehbooba: Article agenda alliance with NDA
POL,Yes only INC Janta party Janta Dal BJP they real disaster for Country Save india support INC CongressProtectsDemocracy
POL,Chief Minister Shri Naveen_Odisha with Erik Solheim
POL,"Oxford about change definition Secularism"" INCIndia other Political Parties India including AIMIM ,,,,"""
POL,BJPProtectsCorrupts VicePresident Which the most corrupt political party India Please vote
POL,"knw der many ppls India shelter for liv narendramodi Sir, said evry hav der own toilet"" mns dey wnt liv toilet"
POL,GST astonishing feat administration
POL,Neither Congress
POL,Neither Congress nor are willing recognise that India entitled multiple streams thoughts perspectives
POL,Nearly India Inc employees rate their top management's skills poor: Survey
POL,think all articles our Constitution should same for entire India All States should strictly adhere
POL,Sense unease among Muslims India Hamid Ansari BJP /Bhakts; Pakistani dalal
POL,According RTI Vice president spent crores foreign travel
POL,condemn the decision Cong Govt Cancelling financial support SriRamaVidyaKendraTrust Kalladka wil affect more than 
POL,Congress responsible for India independence- myths and facts (incls tweets TrueIndology and amitsurg
POL,Today NCPspeaks absent frm oppositiom meet Congress needs snap all ties wit NCP Expose NCP every day This team BJP
POL,1947Partition haven't learnt from results hate Both India /Pakistan need reflect the rising intolerance politics hate
POL,bjp will not touch dada and threat ncp joining NDA may discipline sena ऐसा कन्फ्यूजन बनाकर रखेंगे --suits both bjp and ncp
POL,recent elections
POL,Read that sujata anandan article she says even shiv Sena surveys suggest Cong well ahead rural Maha
POL,special gesture symbolic the strong bonds between IndiaNepal Deuba attends the IndiaAt70 celebrations India House
POL,INC swept Bhiwandi
POL,Among them Parbhani has been stronghold NCP out Assembly seats with NCP Parbhani district Still INC won municipality
POL,India htTweets reports from Nagaland where women not have same rights contest elections --FIcukYjclQkwt0Ddq8A7BOhtml
POL,Malegaon and Bhiwandi which are Muslim dominated municipalities INC has taken Sena for alliance instead NCP
POL,the two factions AIADMK TamilNadu have agreed common ground
POL,must the most corrupt state India spoilt DMK AIDMK and ideologies Every politician bigger crook than the next one
POL,Modi who there work and make India great ModiTheSuperPM
POL,and--- Modi Indias Mascot
POL,India the city the state kids MURDERED oxygen hospital Beyond depressing
POL,Congress again After now congress ready for fight with Sanghi tyrant and kick them out for better India CongressProtectsDemocracy
POL,80% India well corporate India believe that narendramodi will come back power the elections ModiTheSuperPM
POL,are united
POL,How many AIMIM people didn't help Pakistan and simi against India
POL,Bhikshandehi Requesting All Hindus Help SriRamaVidyaKendraTrust Kalladka /895659743116615680 RituRathaur RitaG74 akshaykumar
POL,Till loyals for queen Italy are their India divide and rule will their applied all Indians should remain cautious till than
POL,KnowYourGovt AMRUT was launched the name which former Prime Minister India
POL,Gandhis who ruled India for five plus decades should take responsibility for this massacre hope MSM has the courage question them
POL,Hope ndtv discusses this utterly sad shameful story neglected hospitals across India under five plus decades rule
POL,sir perhaps JIT foegot mention MNS business and his Assiciates India
POL,Sir
POL,India only defend people from just terrorist like you and hamid ansari but you radical muslim kills people everywhere everyday
POL,Our narendramodi can't back break hate India Art35A -says-
POL,Gnayani baba aagaya When BJP leaders sons Involves ghayan darshan BCCI clean bowled BCCI Baker cardiya Cricket INDIA
POL,always forget how Rahul Gandhi current Prime Minister India Thanks Bhakts for reminding who's the man power
POL,Separatist Islamist jkpdp MehboobaMufti waxing eloquent idea India These silly converts have lots wrong ideas
POL,"And IndianExpress calls new Indira, India Most Powerful ""whirlwind tour"", balanced, compelling read"
POL,No
POL,Karan Thapar interviews Hamid Ansari RSTV
POL,India define secularism differently When Owaisi's AIMIM IML call themselves secular one should understand what stands for :-)
POL,I'll never give believe India above politics You can blindly place political party above the lives children! Have great day
POL,Majority youth country INDIA wish you InternationalYouthDay PAWAN YADAV RLD President (youth)doeria
POL,There lot similarities between what China trying Bhutan and india and what BJP trying aiadmk
POL,Shri MVenkaiahNaidu the first Vice President India who was born after the independence narendramodi ?v=_eiOrQ i2jLs
POL,Congress model become then end tenure address vote bank biggest communal party India CONGRESS shameless ppl
POL,divyaspandana Smriti Irani India Information and Broadcasting minister charge BJP propaganda?
POL,MuzaffarBeig jkpdp said God has chosen Modi rule India IndiaOccupiedKashmir Kashmir
POL,Win ahmedpatel RSElection not only charged Congress workers but right thinking people india -ja
POL,You forgot add accountability This new India where poor kids are murdered while response from President Veep Shame
POL,One India One Law and are Impeding growth J&KAnyone not wanting abrogate these
POL,Before leaving India Netaji wrote about discontent among Communist cadres over CPI betrayal him
POL,BJP Karyakartas gathered like Ocean listen the Chanakya Politics AmitShah AmitShahArmy AmitShah_in AmitShahInBengaluru
POL,Only time Narendra Modi saddened death happens India not foreign land
POL,Scam's and enquiry commission
POL,Less than people participated Srinagar elections setback for India KashmirDeniesIndia
POL,Pls remember
POL,For nation like India the target Evergreen Revolution about time that know our potentials map them narendramodi
POL,Two disparate groups are hoping for good Chinese showing: CPI (M) types Amriki philes who hate indigenization want India sign COMCASA
POL,India will tomorrow become home world’s largest operational solar plant when Kurnool park connected togrid CbnForAP ncbn
POL,No
POL,What unfolding Noida with jaypeeinfra othr corrupt builders the rotten nexus betwn builders BSP killing the India dream
POL,Being Dalit politician business India nobody dares touch even Brahmin hater KArnataka Siddarmaiah has shown
POL,Innocent Hindu girls falling victims Hindus need rise
POL,Hamid Ansari spent crores foreign travel
POL,Had elections not changed the rule game India was for auctions From North South was BIG LOOT
POL,25/ All data this thread based RPI item level indices all India level under CPI (IW)
POL,HamidAnsari spent foreign travel
POL,Let pledge build India our dreams Come; let together build India
POL,KCR garu laid the foundation stone pochampad worthless meeting the TRS how did affect this meeting common man
POL,party has internal democracy
POL,This msg shows that MrModi not only from India but also world leader Next visit China GorakhpurTragedy
POL,"chief minister from India ruling party urges the public view the deaths children and babies the right perspective"""
POL,Trolling point for bhakts today
POL,Canadian citizen can't talk about patriotism but Italian citizen can dream becoming India Like leader
POL,Muslims India are insecure: Former Vice President India slammed Shiv Sena
POL,Come& Join Samajwadi Party Part The Revolution yadavakhilesh The Socialist Leader India Leader the Social Justice Revolution
POL,People who can't place Gorakhpur Map India are expert the city None questions the BSP last party's belonged city
POL,Independence day aug sad day According EVR party Dravidar kazhagam annadurai floated DMK whose main agenda anti india
POL,GorakhpurTragedy the same logic
POL,incl Generals
POL,UDAN scheme took flying the masses Let's make New India motto: good politics for good economy MyNewIndia
POL,Prime Minister India can rule Kashmir but cant settle down kashmir Article35A
POL,Hamid Ansari believed Wahhabi ideology sad that occupied chair Vice President India under communal deal with Congress
POL,republic YOGI GOVT INHERITED THE ROT GOVT HOSPITALS STATE FROM SAMAJWADI PARTY AHKILESH GOVTWHOLE HEALTH SYSTEM DYSFUNCTIONAL INDIA
POL,Another massive protest Jammu Dogra Front
POL,Chief Minister Bihar: Daughters Need Help Sign the Petition! -minist ?recruiter=756926458&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_petition via ChangeOrg_ India
POL,politics having stable family important indicator electebility India spouse often disqualification
POL,IndiaInWorldEducation growing under Digital India Skill India programs NDA government
POL,Let Make NewIndia let heed narendramodi call join SankalpSeSiddhi Maha Abhiyan
POL,Sluice gates dams located India -Nepal border are open
POL,Ruchir Sharma's column Why politics has nothing with economics India
POL,Kinly sugest solution option BJP
POL,The brilliant Mahesh Rangarajan's wonderful review Indira
POL,This happening across India BJP ruled States due Govt not paying attention BspUp2017 BSP AmbedkarCaravan jarariya91 alamgirizvi
POL,JoinProfessionalsCongress promote Progressive Politics India Log onto professionalscongresscom ProfCong
POL,Shiv Sena clarifies why doesn't want India play cricket Pak: after experience Mughal empire can ever trust Mughal umpire?
POL,Children die k_satyarthi request the best course See that never happens again India mourns its loss
POL,It's really sad when the India tweets like this But has time express his sadness for the children's death nor tweet it!
POL,Thigh BJP4India promised double allocation for india remains upa dismal level
POL,Congress leader ManishTewari explains why it's necessary for India talk Pakistan and Hurriyat VandeMataramIndiaTV conclave
POL,Congress against “Vande Matram” they have right India CongressInsultsRashtragaan
POL,Pak Army State while India Army under State works under Civil Leadership: AIMIM Chief asadowaisi
POL,Annie Besant became President Indian National Congress helped launch the Home Rule League for India Independence IndiaAt70
POL,India Inc brace yourself for incredible number employees calling sick tomorrow Yes
POL,"CongressInsultsRashtragaan Congress Insults Armed Forces Congress Insults Prime Minister India India needs Mukti"" from Congress"
POL,Reminder! IndiaToday tv: Ram_Guha and take you journey India after Gandhi! (Mahatma that is!) don't miss it!
POL,had guts say what all minorities India are feeling right now Akali Dal ruled SGPC Delhi Gurdwara committe heads have lauded him
POL,Modi itself puppet Shiv Sena the destructive organisation India 
POL,guys need make casmir summer destination for whole india and world OmarAbdullah Junaid_Mattu sajadlone rammadhavbjp
POL,Rapist kafeel Khan hero India Samajwadi Party great leader
POL,TruthOfGorakhpur BJP seems have learnt hard lesson
POL,Finally President India has got permission from tweet GorakhpurChildrenTragedy Seems even Modi about tweet soon
POL,KidsKillerBJP has killed Soldiers
POL,TirangaYatra pledge build MyNewIndia India our collective dreams
POL,Only India can Yusuf Khan succeed Dilip Kumar and Dileep Kumar can succeed Rahman: Aijaz Ilmi
POL,Not only Muslim; every Indian insecure because the politics appeasement India MuslimCardDebate
POL,you don't like this islamic law than you can leave Pakistan and india with your papa MNS this our law love you got
POL,Hasenstab India has put through some ambitious reforms under the leadership Prime Minister Narendra Modi /?utm_medium=Video&utm_source=Twitter
POL,History distorted Congress and Commie Historians and completely separated from rest India
POL,narendramodi using India technology lift millions out poverty
POL,create MyNewIndia our collective responsibility TirangaYatra response narendramodi ji's clarion call transform India
POL,types journalists also play without any discrimination party/ politics like cricketers: india would also better country
POL,Toilets/ SwachhBharat not about Modi BJP about India developmentBut hate filters make people myopic pettyWhat shame
POL,Toilets/ SwachhBharat not about Modi BJP about India developmentBut hate filters make people myopic pettyWhat shame
POL,Today New india per Modi but still old congress given new and professional way solution JoinProfessionalsCongress
POL,DidYouKnow Sucheta Kriplani
POL,Get set for another thrilling encounter India oranjehockey lock horns again Aug
POL,India Inc records highest sales growth five quarters cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst via NMApp
POL,How narendramodi Jee using India high quality
POL,Sir they from Samajwadi Party yadavakhilesh whose agenda break India for power and politics can say and anything narendramodi
POL,India Inc records highest sales growth five quarters cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst via NMApp
POL,All India Consumer Price Index CPI January May
POL,people Kashmir can buy land anywhere India but rest India should not buy Kashmir What idiots
POL,Test for all pro india parties who have shown dual face common peapleOne with self rule other with autonomy free kashmir
POL,This same man who's thot was abt 'safety' students availing scholarships all ovr India Amarnath Yatris were killed!
POL,Attack the killer tomato prices push India CPI higher and keep RBI hold
POL,now established that Sonia Congress Pakistani organ working for disintegration India complete decimation Hindus
POL,Retweeted भारत लोग India _Policy was active worker Samajwadi Party can understand how
POL,Panneerselvam meets Modi
POL,bigger countries like India many incidents like (Gorakhpur deaths) keep happening Congress job ask for resignation
POL,Hurriyat which does not believe the Constitution India has business comment Article says JKNC leader Omar Abdullah
POL,India Inc records highest sales growth five quarters cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst via NMApp
POL,India the youngest nation the world Gujarat should take the advantage its demographic dividend Guj Shri vijayrupanibjp
POL,Remember this India BJP DOES NOT CARE Tomorrow will YOUR CHILDREN YOU will get the SAME RESPONSE Whats the BIG DEAL
POL,2day India was partitioned into India Pakistan after Congress Jinna accepted the British plan for the partition
POL,Fellow Aadhaar concerned citizens
POL,Let's all join the pledge SankalpSeSiddhi make India strong clarion call narendramodi fulfil India dream
POL,The declares war India samajwadi party and will remain equivocal and neutral like today DeshIsDharam
POL,Vivegam premiere shows USA will start EST Aug Wednesday India time Aug Thursday :30
POL,LIVE :00 onwards: PresidentKovind address the nation the eve IndependenceDay
POL,The death children insignificant the BJP president! And this the 'New India the espouses; where unfeeling monsters rule
POL,We're Muslims first
POL,Thank you President But the moral character India danger under RSS/ BJP They are destroying every second IndiaAt70
POL,"Listening the funny talks Samajvadi party"" TMC getlost firse start karo quit india movement for these freaks aarparnews18india"""
POL,India Aug (ANI): Five Samajwadi Party workers were detained Monday for showing black flags Uttar Prade…
POL,INDIA -ASEAN Youth Summit's inaugural session addressed ChouhanShivraj Bhopal
POL,LalQileKeJumle Who Now
POL,Yes this testament the failures Congress party which has governed India for most its post independent history
POL,unexpected turn events
POL,expect will tell tomorrow
POL,AIADMK dead with Amma Disconnected TamilNadu being meddled it's going detrimental India Existence Ayuthaezhuthu
POL,called elite journalists India woke sad GorakhpurTragedy but thy nvr concerned Abt the same when BSP /SP ruled
POL,Politics first
POL,Arnab asks: Shouldn't celebrating India freedom struggle above politics PoliticsOverPatriotism
POL,Don't agree with ‘Religion First
POL,The problem lies when the Government India gives this diktat the way should celebrated: Monojeet Madal
POL,Retweeted Republic republic Don't agree with ‘Religion First
POL,PoliticsOverPatriotism sagarjayanth10 Ganshyam disgrace India SP&Congress BSP all corrupt partiesthey want powerShame them
POL,AzadiFromAppeasement secular when Ali say islam first above nation don't eliminate Samajwadi party from India totality
POL,State Atomic Energy ROSATOM Stage III Kudankulam NPP India has passed the practical implementation phase --Ato --24945144/
POL,70kiAzadi India was not divided MNS would have been iron Smith believe that was correct job him choors came this part india
POL,President Donald Trump called Prime Minister Modi wish India Happy Independence Day
POL,The one who says religion greater than India the one who's not patriotic: Sambit Patra
POL,PoliticsOverPatriotism TMC MamataBanerjee should thrown out power don't want any people India
POL,The circular was but advisory celebrate India martyrs: Sambit Patra
POL,"Omar, Have you ever thought What rest India treats you people Outsuders ""?"""
POL,Your answer here
POL,Gah the birthplace former Indian Prime Minister Manmohan Singh Gah Punjab province Pakistan (Before partition also India
POL,India Give first time free Recharge for Mobile Download Modi Special App Vodi Use Refral Code PM1000
POL,Never forget the heroes who sacrificed their lives bring forth glorious day India HindustanZindabad AIMIM MLA Adv WarisPathan
POL,Never forget the heroes who sacrificed their lives bring forth glorious day India HindustanZindabad AIMIM President asadowaisi
POL,This fascist you have not included anybody from South India DMK demands representation does Siddu
POL,much hatred towards Honorable Prime Minister India shows the culture INCIndia who nurtured them behave this manner
POL,IndependenceDayIndia India wants Azadi from crocodiles tears Perform leave simple Jai Bhim jai Bharat
POL,‘Religion first
POL,‘Religion first
POL,Makes sense that Modi shocked and saddened deaths everywhere but India Deaths India made him after all
POL,India Thanks Rightwing politics we’re witnessing second partition HTColumn Gopalkrishna Gandhi
POL,IndependenceDay Let remember those who sacrificed free India aspire restore its eminence
POL,Happy Independence Day! love India Proud Indian JaiHind IndependenceDayIndia HeroSalutes RJD
POL,This come happen when nobel society has obligation give one NPP someone India with Malala Yusufjai
POL,"Name the BJP source"" made story non existing source India Today anchors are prone do"""
POL,July sees spike CPI WPI inflation; trade deficit worry y---
POL,IndependenceDayIndia narendramodi says when train changes track slows down Ironically NDA /BJP has derailed India train months
POL,Clearly
POL,Clearly
POL,IndependenceDayIndia narendramodi wants build New India However months NDA/ BJP destroyed what was built years SAD
POL,IndependenceDayIndia narendramodi wants build New India However months NDA /BJP destroyed what was built years SAD
POL,India should take lead spreading digital transactions: Prime Minister Narendra Modi IndiaAt70
POL,IndiaAt70 Modi: 'We will together make India which will clean
POL,Happy Birthday Janmashtami Neeraj Sharma Spokesperson Samajwadi Party National Vice President All India Brahmin Mahasabha
POL,politics distraction
POL,Watch: Modi unfurls the tricolour mark India years independence
POL,"speech best summarised New India Assurance Unlimited"""""
POL,India CPI based inflation rose year year July from revised rate June INVESTECHINDIA
POL,When the talks about solutions frm Red Fort means things will done full throttle place terror talaq Welcome new India
POL,INDIA GOT INDEPENDENCE FROM BRITISHERS STILL FIGHTING FOR INDEPENDENCE FROM THIS TDP RULERS noindependenceinap
POL,Raj Thackrey from J&K His party shall same fate MNS did Anyways Independence day hai Abdullah can express urself India
POL,Mission possible:A new India iusing India technology lift million out poverty
POL,Govt devoting significant attention eastern India Bihar
POL,Replugging old article why Independence Day speech should move out Delhi other sites across India -pm ---yAM3h8t9kX2wNCTozVxvxMhtml
POL,Together will build India which will cleaner
POL,would like congratulate narendramodi the great people India their Independence Day Our friendship 'll always remain firm
POL,Congress played most imp role India freedom frm British rulers Congress will play most imp role India freedom frm Modi's tyranny
POL,This IndependenceDay let's skill ourselves and contribute Hon'ble narendramodi vision making India the global skill capital
POL,Together will make India where every poor will have concrete house with electricity and water Shri narendramodi
POL,present times BJP showbaazi jingoism; this group's love for India impressed meHappy Independence Day dear Indians Congress
POL,Wish there was BJP Govt earlier
POL,Modi gave mantra India are working towards this:
POL,narendramodi being received Union Minister
POL,President Conveys Independence Day Felicitations the President and Prime Minister India ?lid =11&dcid=18123
POL,TheRoundtable BJD PandaJay speaks NewsX about Idea India IndiaAt70 Priyascorner
POL,narendramodi spoke about the vision for 'New India that would make our freedom fighters proud
POL,"What stupidosaur has been saying for long How Secure Are India Elections BanEVM democracy"""
POL,Let join narendramodi ridding India poverty
POL,'Special status base cooperation between J&K and India MehboobaMufti
POL,'Despite provocations
POL,"Casteism will not help us"" Modi, BJP ""Caste represents the genius India Ram Madhav, BJP one fools the public better than BJP"
POL,your child
POL,Guys! Who the real Prime Minister India Jugal Kishore BJP from Jammu Modi ????
POL,About per cent people share Modi's belief that the next five years India will progressed nation
POL,Modi says that India has achieved very little the last yrs wrong Read this thread
POL,piece for today The history India freedom struggle incomplete without Congress IndependenceDayIndia
POL,matter great pride that our Shri narendramodi leading the nation make India ‘Jagadguru’ Guj IndependenceDay
POL,article the 'New India under narendramodi
POL,The day not long when CPI parties are thrown away completely from whole India
POL,Currently the Longest serving India and Doordarshan public funded broadcaster
POL,The history India partition incomplete without Congress Neel
POL,narendramodi clarion call every Indian: build NewIndia SankalpSeSiddhi IndependenceDayIndia
POL,Prime Minister Narendra Modi calls for new India the country celebrates years independence
POL,Over lakh fake companies have been shut down
POL,Communists Kerala
POL,jkpdp HCM MehboobaMufti speaking ocason India Independence day Bakhshi Stdum Sgr MirMohdFayaz parawahid shangpal
POL,Gopal Gandhi says politics leading second partion Listen you terrorist supporter untill India has this spirit nothing can divide
POL,Chief Minister Sri Chandrashekar Rao hoisted the national flag Pragathi Bhavan the occasion India Independence Day
POL,YearsBack :15Aug1947- Tempest aircraft
POL,Thanks Chief Minister Mamata Banerjee
POL,India freedom struggle incomplete without Congress sadhavi also writes abt RSS’s role freedom struggle
POL,Our youth can transform the Nation happy see that future India working with dedication commitment administration:
POL,Prime Minister Justin Trudeau's statement India Independence Day:
POL,Modi: New India will free from corruption
POL,Modi: New India will free from corruption
POL,India Inc welcomes narendramodi government's vision
POL,You don't really find such Politician Chief Minister with such Vision ncbn the Pride India Bhuma4Nandyal
POL,the anniversary the country’s independence
POL,Instead celebrating the Independence India Mohan Bhagwat brought politics into this: Brinda Karat
POL,netanyahu :My dear friend PMOIndia NarendraModi and people India best wishes your IndiaIndependenceDay
POL,This rubbishAll this nonsense can only tolerated India Just for vote bankShame all political parties for allowing this
POL,When Shivsena MNS says this liberals berserk with idea India Hypocrites
POL,Forget nameless trolls
POL,We're Muslims first
POL,70yrs ago today the British govt spectacularly underestimated botched India partition Mns died Still learnt nothing about being prepared
POL,Prime Minister Modi India has shocked extremist nationalists rejecting the military option Kashmir calls instead for talks
POL,spite your wishful thinking Raina abrogation will break the only constitutional bridge between J&K and India
POL,milinddeora felicitated been appointed Vice Chairman All_ India _Professional_ Congress top INCMaharashtra Leaders Mumbai today
POL,Raja belongs CPI cornered completely India poking his nose everywhere having huge mass
POL,IndepedenceDay India flag the world's largest video screen (556 Sqmt) Suntec Convention Centre
POL,Sir the ultimate truth JnK province India Constitution
POL,Youngest India PemaKhanduBJP outlined Arunachal Pradesh's vision the line narendramodi ji's clarion call SankalpSeSiddhi
POL,India was not born May
POL,President
POL,Bengaluru flooded due poor governance Congress led BBMP CongSinksBLR among India top trends But government busy with canteen!
POL,"said GST showed India capability"" actually showed India capacity mess implementation"""
POL,Dev_Fadnavis inaugurates next generation projection mapping system Gateway India Mumbai this evening IndepedenceDayIndia
POL,Only India Only Congress culture year old middle aged man welcomed with his baby photos! What psychologists make this?
POL,"Prime Minister said GST showed India capability"" actually showed India capacity mess implementation: Chidambaram"""
POL,August India first prime minister declared the country's independence from the British Empire
POL,"BCI (Bar Council India has given detailed info about the Benami assets Subhash Ahluwalia"" for Shimlacongress virbhadrasingh"""
POL,law India which prohibits any individual from hoisting the national flag
POL,India stature the world rising The world with fighting the menace terror narendramodi
POL,DeshBhaktiKanoon best way defeat and eliminate divisive Samajwadi party totality from India This will service this Nation
POL,Chief Minister Dev_Fadnavis inaugrates Next generation projection mapping system Gateway India Mumbai Drone Shoot MahaDGIPR
POL,Readout President Donald Trump’s Call with Prime Minister Narendra Modi India IndiaAt71
POL,names Dmk listed the most corrupted leaders India JAnbazhagan
POL,HappyBirthdayJantaKaCM India needs you next You are only hope for honest
POL,"Her problem Not Who hoisted the flag Problem why tricolor shd Five Star Red Flag"" CPI (M)=Chinese Party India (murderers)"""
POL,Happy birthday ArvindKejriwal 
POL,Let's pledge build New India Shri narendramodi
POL,HappyBirthdayJantaKaCM chief minister india
POL,Doordarshan
